,Unnamed: 0,id,host_id,host_since,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_identity_verified,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms_text,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
108,108,2340286,10957926,2014-01-02,within an hour,100%,100%,t,2,t,KYOGLE COUNCIL,,-28.76953,152.79021,Entire cabin,Entire home/apt,2,1 bath,1.0,1.0,$107.00,2,1125,2,2,1125,1125,2.0,1125.0,t,8,28,28,28,306,30,0,2014-04-22,2024-11-05,4.94,4.93,4.95,4.97,4.98,4.94,4.93,2,2,0,0,2.36
112,112,2461879,12489078,2014-02-23,within an hour,100%,96%,t,1,t,BALLINA SHIRE COUNCIL,,-28.84025,153.44145,Private room in home,Private room,2,1 private bath,1.0,1.0,$138.00,1,7,1,1,7,7,1.0,7.0,t,17,47,77,164,132,17,1,2014-04-21,2024-12-07,4.98,4.95,4.98,4.95,4.98,4.88,4.89,1,0,1,0,1.02
114,114,2478241,12674283,2014-02-28,within an hour,100%,98%,t,1,t,BYRON SHIRE COUNCIL,,-28.69218,153.61167,Entire guest suite,Entire home/apt,2,1 bath,1.0,2.0,$159.00,2,30,1,2,1125,1125,2.0,1125.0,t,1,21,51,115,304,26,1,2015-03-22,2024-12-09,4.87,4.92,4.96,4.96,4.95,4.93,4.72,1,1,0,0,2.56
115,115,2483974,9089878,2013-09-27,within an hour,100%,100%,t,1,t,TWEED SHIRE COUNCIL,,-28.169701641828205,153.54212443257515,Private room in condo,Private room,4,1 private bath,2.0,2.0,$200.00,2,180,2,5,1125,1125,2.2,1125.0,t,7,30,58,212,283,28,2,2014-06-11,2024-11-28,4.9,4.88,4.88,4.92,4.94,4.94,4.88,1,0,1,0,2.21
116,116,2489590,12742993,2014-03-02,within an hour,100%,100%,t,1,t,BYRON SHIRE COUNCIL,,-28.65118,153.61534,Entire home,Entire home/apt,6,1 bath,3.0,4.0,$436.00,3,1125,1,3,1125,1125,3.0,1125.0,t,3,23,34,230,506,70,5,2014-10-21,2024-12-08,4.96,4.97,4.95,5.0,4.99,4.94,4.91,1,1,0,0,4.09
117,117,2518344,12892383,2014-03-07,within an hour,100%,94%,t,1,t,CLARENCE VALLEY COUNCIL,,-29.87220001220703,153.26571655273438,Entire cottage,Entire home/apt,6,2.5 baths,3.0,4.0,$393.00,3,14,3,7,14,14,3.3,14.0,t,6,25,55,145,61,13,0,2016-04-25,2024-10-20,4.75,4.77,4.61,4.88,4.85,4.92,4.72,1,1,0,0,0.58
119,119,2554286,13078993,2014-03-12,within an hour,100%,100%,t,2,t,BYRON SHIRE COUNCIL,,-28.64616,153.60844,Entire home,Entire home/apt,6,3 baths,3.0,3.0,$498.00,3,1124,3,5,1125,1125,3.2,1125.0,t,8,24,47,319,458,32,2,2014-05-05,2024-11-24,4.84,4.87,4.84,4.96,4.95,4.91,4.69,2,2,0,0,3.54
121,121,2595738,5805859,2013-04-07,within an hour,100%,100%,t,1,t,BYRON SHIRE COUNCIL,,-28.62233,153.48721,Entire guesthouse,Entire home/apt,2,1 bath,1.0,1.0,$295.00,2,30,2,5,1125,1125,2.1,1125.0,t,2,14,44,218,404,26,0,2014-04-24,2024-11-09,4.95,4.95,4.94,4.98,4.97,4.96,4.83,1,1,0,0,3.12
122,122,2645357,11892905,2014-02-03,within a few hours,100%,94%,t,1,t,TWEED SHIRE COUNCIL,,-28.33552,153.57121,Entire cottage,Entire home/apt,5,2 baths,3.0,4.0,$271.00,2,30,2,2,30,30,2.0,30.0,t,2,27,51,284,282,41,3,2014-04-14,2024-12-10,4.89,4.91,4.9,4.97,4.92,4.92,4.81,1,1,0,0,2.17
125,125,2710132,13869627,2014-04-03,within an hour,100%,98%,t,1,t,BYRON SHIRE COUNCIL,,-28.68343,153.53254,Private room in home,Private room,2,1 private bath,1.0,1.0,$92.00,1,14,1,1,1125,1125,1.0,1125.0,t,15,40,70,219,197,27,3,2017-04-15,2024-12-08,4.9,4.95,4.96,4.96,4.95,4.87,4.82,1,0,1,0,2.11
126,126,2723435,6303277,2013-05-09,within an hour,100%,100%,t,3,t,BYRON SHIRE COUNCIL,,-28.60333,153.51857,Entire cottage,Entire home/apt,4,0 baths,1.0,2.0,$247.00,2,1125,1,5,1125,1125,1.5,1125.0,t,1,25,55,321,632,53,3,2014-07-08,2024-12-04,4.82,4.85,4.84,4.93,4.92,4.88,4.64,3,3,0,0,4.97
127,127,2723842,6303277,2013-05-09,within an hour,100%,100%,t,3,t,BYRON SHIRE COUNCIL,,-28.60333,153.51857,Entire home,Entire home/apt,10,3 baths,5.0,5.0,"$1,290.00",3,1124,3,7,1124,1124,3.2,1124.0,t,0,20,50,315,27,1,0,2015-01-03,2024-04-01,4.78,4.81,4.7,4.93,4.96,4.81,4.44,3,3,0,0,0.22
129,129,2731583,6694798,2013-06-02,within a few hours,100%,93%,t,7,t,BYRON SHIRE COUNCIL,,-28.65239,153.61888,Private room in home,Private room,3,1.5 baths,1.0,1.0,$145.00,2,1125,2,2,1125,1125,2.0,1125.0,t,0,0,0,46,97,28,3,2014-12-07,2024-11-25,4.98,4.93,4.99,4.96,4.98,4.83,4.81,7,4,3,0,0.79
130,130,2748200,3530208,2012-09-10,within an hour,90%,100%,t,3,t,BYRON SHIRE COUNCIL,,-28.53979,153.55014,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,$215.00,2,70,2,2,70,70,2.0,70.0,t,5,26,54,317,178,35,4,2015-01-26,2024-12-08,4.84,4.9,4.86,4.89,4.93,4.97,4.69,2,2,0,0,1.48
131,131,2758522,14110997,2014-04-10,within a few hours,92%,92%,t,1,t,KYOGLE COUNCIL,,-28.55105,153.14881,Entire chalet,Entire home/apt,2,1 bath,1.0,1.0,$130.00,1,1125,1,1,1125,1125,1.0,1125.0,t,10,22,52,327,413,40,0,2014-04-21,2024-11-03,4.81,4.83,4.88,4.88,4.91,4.86,4.76,1,1,0,0,3.18
132,132,2771190,5623667,2013-03-25,within an hour,100%,100%,t,1,t,TWEED SHIRE COUNCIL,,-28.36223,153.57552,Entire cabin,Entire home/apt,2,1 bath,1.0,1.0,$145.00,3,730,3,3,730,730,3.0,730.0,t,5,25,41,263,170,13,2,2014-05-19,2024-11-21,4.84,4.89,4.82,4.94,4.95,4.95,4.86,1,1,0,0,1.32
136,136,2882812,14733532,2014-04-25,within an hour,100%,99%,t,1,t,CLARENCE VALLEY COUNCIL,,-29.43696,153.3654,Entire rental unit,Entire home/apt,4,1 bath,2.0,2.0,$214.00,2,21,2,7,1125,1125,2.1,1125.0,t,0,3,12,153,417,46,4,2014-04-29,2024-11-28,4.91,4.93,4.95,4.99,4.99,4.96,4.81,1,1,0,0,3.22
138,138,3015511,12679896,2014-02-28,within an hour,100%,100%,t,1,t,BYRON SHIRE COUNCIL,,-28.65426,153.61844,Entire guest suite,Entire home/apt,2,1 bath,1.0,1.0,$167.00,2,14,1,3,1125,1125,2.0,1125.0,t,1,11,23,106,491,32,4,2014-05-19,2024-12-07,4.86,4.88,4.9,4.98,4.99,4.75,4.78,1,1,0,0,3.81
142,142,3140205,6694798,2013-06-02,within a few hours,100%,93%,t,7,t,BYRON SHIRE COUNCIL,,-28.65197,153.61974,Entire home,Entire home/apt,10,3 baths,4.0,5.0,"$1,000.00",5,1125,5,5,1125,1125,5.0,1125.0,t,0,0,0,228,7,0,0,2017-01-04,2018-01-28,5.0,5.0,4.86,4.71,4.86,4.86,4.57,7,4,3,0,0.07
145,145,3202617,3437017,2012-09-01,within an hour,100%,100%,t,1,t,BYRON SHIRE COUNCIL,,-28.52393,153.53998,Entire guest suite,Entire home/apt,2,1 bath,0.0,1.0,$111.00,2,14,2,3,14,14,2.0,14.0,t,6,18,18,28,119,16,0,2014-07-08,2024-06-24,4.73,4.83,4.77,4.92,4.92,4.7,4.74,1,1,0,0,0.94
147,147,3230532,1141853,2011-09-11,within a few hours,100%,97%,t,2,t,CLARENCE VALLEY COUNCIL,,-29.68954,152.92872,Entire cottage,Entire home/apt,5,1 bath,3.0,4.0,$228.00,2,30,2,2,30,30,2.0,30.0,t,6,30,55,306,137,15,1,2015-05-19,2024-11-23,4.86,4.92,4.89,4.97,4.96,4.96,4.8,1,1,0,0,1.17
152,152,3363954,16971720,2014-06-18,within an hour,100%,95%,t,2,t,BALLINA SHIRE COUNCIL,,-28.80782,153.59412,Entire home,Entire home/apt,8,2 baths,2.0,,,2,31,2,2,31,31,2.0,31.0,t,0,0,0,90,6,0,0,2015-09-11,2023-01-02,4.83,4.83,4.5,5.0,5.0,5.0,4.67,2,2,0,0,0.05
154,154,3379862,17050831,2014-06-20,within an hour,100%,83%,t,1,t,BYRON SHIRE COUNCIL,,-28.6434,153.49841,Private room in guest suite,Private room,2,1.5 baths,1.0,1.0,$200.00,1,5,1,1,5,5,1.0,5.0,t,10,37,65,330,248,21,1,2014-09-01,2024-12-14,4.89,4.93,4.79,4.95,4.94,4.96,4.8,1,0,1,0,1.98
155,155,3396015,17134322,2014-06-23,within an hour,100%,100%,t,2,t,BYRON SHIRE COUNCIL,,-28.65848,153.59095,Entire cottage,Entire home/apt,2,2 baths,1.0,1.0,$412.00,2,1125,1,2,1125,1125,2.0,1125.0,t,7,17,40,304,73,10,2,2014-07-23,2024-11-24,4.93,5.0,4.99,4.97,5.0,4.92,4.85,2,2,0,0,0.58
157,157,3458853,17432869,2014-06-30,within an hour,100%,100%,t,1,t,KYOGLE COUNCIL,,-28.7526,152.75243,Entire cabin,Entire home/apt,3,1 bath,0.0,1.0,$121.00,1,1125,1,1,1125,1125,1.0,1125.0,t,9,31,53,189,760,56,5,2014-10-05,2024-12-09,4.96,4.93,4.88,4.96,4.96,4.97,4.92,1,1,0,0,6.12
159,159,3470210,17484744,2014-07-01,within an hour,100%,100%,t,1,t,BYRON SHIRE COUNCIL,,-28.54046,153.54973,Entire rental unit,Entire home/apt,4,1 bath,1.0,2.0,$377.00,2,30,2,7,14,1125,2.5,1021.9,t,7,30,60,324,126,10,1,2014-11-09,2024-11-21,4.93,4.93,4.9,4.95,4.95,4.96,4.67,1,1,0,0,1.02
160,160,3490288,17576843,2014-07-03,within an hour,100%,86%,t,2,t,BYRON SHIRE COUNCIL,,-28.53707,153.54782,Entire guest suite,Entire home/apt,4,1 bath,1.0,3.0,$198.00,5,365,1,4,365,365,4.0,365.0,t,4,5,8,260,327,38,1,2014-07-25,2024-12-01,4.78,4.84,4.92,4.92,4.89,4.75,4.67,2,2,0,0,2.58
161,161,3506940,17658292,2014-07-05,within an hour,100%,73%,t,2,t,TWEED SHIRE COUNCIL,,-28.25727,153.57962,Entire rental unit,Entire home/apt,6,3 baths,3.0,4.0,$494.00,2,1125,2,4,1125,1125,2.2,1125.0,t,2,22,47,313,84,9,1,2014-08-12,2024-11-16,4.88,4.89,4.75,4.8,4.75,4.94,4.73,2,2,0,0,0.67
162,162,3524884,17134322,2014-06-23,within an hour,100%,100%,t,2,t,BYRON SHIRE COUNCIL,,-28.65907,153.59294,Entire cottage,Entire home/apt,4,2 baths,2.0,3.0,$631.00,2,1125,1,2,1125,1125,2.0,1125.0,t,7,17,40,304,31,7,0,2014-10-14,2024-06-28,4.97,4.93,4.94,5.0,5.0,4.9,4.77,2,2,0,0,0.25
165,165,3584915,18059596,2014-07-13,within a few hours,100%,77%,t,3,t,BYRON SHIRE COUNCIL,,-28.64179,153.60869,Entire home,Entire home/apt,8,3 baths,4.0,7.0,"$2,071.00",2,180,2,7,180,180,3.1,180.0,t,7,24,50,321,159,15,1,2014-12-20,2024-11-30,4.94,4.92,4.94,4.98,4.96,4.94,4.73,2,2,0,0,1.31
166,166,3594865,18059596,2014-07-13,within a few hours,100%,77%,t,3,t,BYRON SHIRE COUNCIL,,-28.68907,153.61264,Entire home,Entire home/apt,7,2.5 baths,4.0,5.0,$957.00,5,365,2,7,365,365,2.8,365.0,t,6,26,48,319,117,10,0,2014-11-17,2024-10-09,4.93,4.95,4.94,4.97,4.97,4.92,4.73,2,2,0,0,0.95
173,173,3655690,7633683,2013-07-21,within an hour,94%,100%,t,63,t,BYRON SHIRE COUNCIL,,-28.64345,153.61446,Entire rental unit,Entire home/apt,6,3 baths,3.0,3.0,$862.00,3,30,3,5,99,99,3.3,99.0,t,7,12,42,301,14,0,0,2016-04-25,2020-12-10,4.86,4.93,4.93,4.5,4.71,4.93,4.71,61,61,0,0,0.13
174,174,3666806,18594939,2014-07-21,within a few hours,100%,92%,t,2,t,BYRON SHIRE COUNCIL,,-28.63436,153.6002,Entire rental unit,Entire home/apt,4,1 bath,2.0,3.0,$279.00,3,1125,3,5,1125,1125,3.0,1125.0,t,2,17,28,297,256,36,4,2014-08-05,2024-12-09,4.7,4.64,4.49,4.9,4.83,4.87,4.64,2,2,0,0,2.03
175,175,3721549,2961727,2012-07-17,within an hour,100%,99%,t,7,t,BYRON SHIRE COUNCIL,,-28.64787,153.62242,Entire rental unit,Entire home/apt,6,1 bath,3.0,4.0,$715.00,3,28,3,3,28,28,3.0,28.0,t,11,34,48,277,119,8,1,2014-08-04,2024-11-30,4.6,4.71,4.52,4.79,4.87,4.86,4.64,7,4,3,0,0.94
176,176,3742834,2961727,2012-07-17,within an hour,100%,99%,t,7,t,BYRON SHIRE COUNCIL,,-28.64703,153.62269,Entire rental unit,Entire home/apt,6,1 bath,3.0,4.0,$715.00,3,28,3,3,28,28,3.0,28.0,t,3,29,55,284,154,4,0,2014-09-15,2024-07-03,4.65,4.72,4.68,4.75,4.84,4.81,4.59,7,4,3,0,1.23
177,177,3752620,2961727,2012-07-17,within an hour,100%,99%,t,7,t,BYRON SHIRE COUNCIL,,-28.64764,153.62291,Entire rental unit,Entire home/apt,4,1 bath,2.0,3.0,$529.00,3,28,3,3,28,28,3.0,28.0,t,8,22,39,270,91,12,0,2014-08-23,2024-11-06,4.44,4.54,4.48,4.67,4.75,4.75,4.29,7,4,3,0,0.72
178,178,3760146,2961727,2012-07-17,within an hour,100%,99%,t,7,t,BYRON SHIRE COUNCIL,,-28.64693,153.62181,Entire rental unit,Entire home/apt,4,1 bath,2.0,3.0,$529.00,3,28,3,3,28,28,3.0,28.0,t,6,17,38,269,116,17,0,2014-11-17,2024-10-26,4.73,4.88,4.79,4.83,4.86,4.85,4.58,7,4,3,0,0.95
180,180,3830627,19718339,2014-08-09,within an hour,100%,97%,t,3,t,BYRON SHIRE COUNCIL,,-28.63298,153.59761,Entire home,Entire home/apt,4,1.5 baths,2.0,2.0,$424.00,2,1125,2,2,1125,1125,2.0,1125.0,t,0,22,26,234,337,39,3,2015-04-20,2024-12-10,4.9,4.9,4.78,4.97,4.97,4.96,4.79,3,3,0,0,2.87
181,181,3835928,2899669,2012-07-11,within an hour,100%,100%,t,3,t,BYRON SHIRE COUNCIL,,-28.65926,153.6094,Entire home,Entire home/apt,10,3 baths,6.0,6.0,"$1,000.00",4,1125,4,4,1125,1125,4.0,1125.0,t,0,0,0,15,18,0,0,2016-10-06,2022-12-30,4.94,5.0,4.94,5.0,5.0,4.83,4.67,3,1,2,0,0.18
182,182,3853893,19879011,2014-08-12,within a day,100%,84%,t,1,t,BYRON SHIRE COUNCIL,,-28.49766,153.54634,Entire home,Entire home/apt,8,1.5 baths,4.0,4.0,$479.00,2,1125,2,2,1125,1125,2.0,1125.0,t,2,24,54,323,123,12,1,2015-07-03,2024-12-01,4.83,4.86,4.78,4.93,4.93,4.94,4.7,1,1,0,0,1.07
184,184,3872936,20003147,2014-08-14,within a few hours,100%,74%,t,1,t,BYRON SHIRE COUNCIL,,-28.65049,153.61437,Entire cottage,Entire home/apt,6,2 baths,3.0,4.0,$679.00,2,60,1,2,60,60,2.0,60.0,t,8,20,50,184,174,11,0,2016-04-25,2024-11-09,4.91,4.94,4.91,4.97,4.98,4.9,4.88,1,1,0,0,1.65
188,188,3980566,250929,2010-10-02,within an hour,100%,100%,t,2,t,BYRON SHIRE COUNCIL,,-28.68323,153.52506,Entire guest suite,Entire home/apt,2,1 bath,2.0,1.0,$193.00,2,1125,2,4,1125,1125,2.0,1125.0,t,17,47,71,339,188,19,0,2014-09-12,2024-11-03,4.9,4.87,4.98,4.98,4.97,4.98,4.87,2,2,0,0,1.5
190,190,4054218,20419984,2014-08-23,within an hour,100%,100%,t,6,t,BYRON SHIRE COUNCIL,,-28.64317,153.61412,Entire guest suite,Entire home/apt,4,1 bath,1.0,1.0,$370.00,1,1125,2,5,99,99,2.1,99.0,t,29,59,89,199,289,123,6,2016-01-19,2024-12-11,4.78,4.81,4.83,4.89,4.86,4.95,4.68,6,6,0,0,2.66
192,192,4131642,17658292,2014-07-05,within an hour,100%,73%,t,2,t,TWEED SHIRE COUNCIL,,-28.25726,153.57792,Entire rental unit,Entire home/apt,6,2.5 baths,4.0,5.0,$671.00,2,1125,2,4,1125,1125,2.2,1125.0,t,3,13,37,276,99,5,0,2014-10-06,2024-11-09,4.91,4.94,4.79,4.95,4.86,4.94,4.73,2,2,0,0,0.8
194,194,4157597,3722119,2012-10-01,within an hour,100%,99%,t,4,t,BYRON SHIRE COUNCIL,,-28.65355,153.61479,Private room in home,Private room,2,1.5 shared baths,1.0,1.0,$119.00,2,4,1,2,1125,1125,2.0,1125.0,t,8,10,28,28,522,75,1,2014-10-23,2024-11-23,4.8,4.86,4.92,4.87,4.88,4.74,4.67,4,2,2,0,4.22
195,195,4157601,3722119,2012-10-01,within an hour,100%,99%,t,4,t,BYRON SHIRE COUNCIL,,-28.65308,153.61514,Private room in townhouse,Private room,2,1.5 shared baths,1.0,2.0,$124.00,2,4,1,2,1125,1125,2.0,1125.0,t,8,26,41,41,613,66,4,2014-10-07,2024-12-06,4.81,4.84,4.91,4.87,4.88,4.77,4.71,4,2,2,0,4.94
196,196,4198805,21783504,2014-09-25,within an hour,100%,100%,t,1,t,BYRON SHIRE COUNCIL,,-28.56669,153.45227,Entire guesthouse,Entire home/apt,2,1 bath,1.0,1.0,$176.00,3,1125,3,3,1125,1125,3.0,1125.0,t,4,23,47,317,224,16,0,2014-10-13,2024-10-24,4.9,4.91,4.83,4.95,4.91,4.93,4.87,1,1,0,0,1.81
199,199,4326439,8044093,2013-08-09,within a few hours,100%,98%,t,1,t,CLARENCE VALLEY COUNCIL,,-29.68808,152.95254,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,$113.00,3,730,1,3,730,730,3.0,730.0,t,4,8,27,287,127,23,0,2015-01-01,2024-11-02,4.94,4.95,4.98,5.0,4.99,4.96,4.98,1,1,0,0,1.05
200,200,4326462,380361,2011-02-07,within an hour,100%,96%,t,3,t,BYRON SHIRE COUNCIL,,-28.65846,153.61473,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,$177.00,4,7,1,5,1125,1125,4.1,1125.0,t,1,20,35,193,462,52,4,2014-12-26,2024-11-26,4.94,4.93,4.97,4.98,4.99,4.82,4.87,2,2,0,0,3.8
201,201,4366366,7096550,2013-06-24,within an hour,100%,100%,t,1,t,BYRON SHIRE COUNCIL,,-28.69262,153.6135,Entire guest suite,Entire home/apt,2,1 bath,1.0,1.0,$255.00,3,180,1,4,180,180,3.0,180.0,t,9,21,38,125,202,13,1,2015-01-13,2024-11-17,4.91,4.95,4.94,4.98,4.96,4.94,4.78,1,1,0,0,1.67
202,202,4412375,18594939,2014-07-21,within a few hours,100%,92%,t,2,t,BYRON SHIRE COUNCIL,,-28.63418,153.60061,Entire rental unit,Entire home/apt,4,1 bath,2.0,3.0,$279.00,3,1125,3,7,1125,1125,3.2,1125.0,t,5,20,50,299,287,30,3,2014-11-12,2024-12-11,4.73,4.78,4.52,4.92,4.88,4.95,4.75,2,2,0,0,2.34
206,206,4433962,119329,2010-05-06,within an hour,100%,92%,t,39,t,BYRON SHIRE COUNCIL,,-28.65533,153.61787,Entire rental unit,Entire home/apt,4,1 bath,1.0,1.0,$203.00,4,1125,1,7,1125,1125,3.9,1125.0,t,10,35,60,316,306,23,2,2014-12-08,2024-12-02,4.73,4.79,4.67,4.91,4.91,4.69,4.54,34,34,0,0,2.51
208,208,4472028,11306788,2014-01-14,within an hour,100%,83%,t,5,t,BYRON SHIRE COUNCIL,,-28.50491,153.45447,Entire home,Entire home/apt,16,10 baths,11.0,14.0,"$2,371.00",2,365,2,3,365,365,2.0,365.0,t,5,5,5,5,23,1,0,2014-12-31,2023-12-28,4.91,4.87,4.7,4.96,4.91,4.91,4.74,5,5,0,0,0.19
210,210,4485937,862655,2011-07-24,within an hour,100%,89%,t,2,t,BYRON SHIRE COUNCIL,,-28.49534,153.5484,Entire home,Entire home/apt,6,2 baths,3.0,3.0,$600.00,7,60,7,7,60,60,7.0,60.0,t,16,34,60,335,9,0,0,2014-11-17,2023-01-12,5.0,4.89,4.89,5.0,4.89,4.89,4.56,2,2,0,0,0.07
214,214,4541713,23222988,2014-11-01,within an hour,100%,100%,t,1,t,BYRON SHIRE COUNCIL,,-28.52075,153.46139,Entire home,Entire home/apt,16,5 baths,7.0,9.0,"$1,744.00",2,1125,2,7,1125,1125,2.8,1125.0,t,2,15,28,277,184,22,2,2015-12-16,2024-11-21,4.98,4.96,4.94,4.99,5.0,4.96,4.82,1,1,0,0,1.68
215,215,4549087,23585577,2014-11-10,within an hour,100%,97%,t,3,t,BYRON SHIRE COUNCIL,,-28.54903,153.49188,Private room in home,Private room,2,1.5 baths,1.0,2.0,$93.00,2,1125,2,2,1125,1125,2.0,1125.0,t,16,46,76,346,68,5,0,2014-12-17,2024-10-05,4.79,4.82,4.76,4.85,4.85,4.87,4.71,3,0,3,0,0.56
216,216,4549407,23585577,2014-11-10,within an hour,100%,97%,t,3,t,BYRON SHIRE COUNCIL,,-28.54724,153.49061,Private room in home,Private room,2,1 shared bath,1.0,1.0,$83.00,2,14,2,2,1125,1125,2.0,1125.0,t,26,56,86,357,148,3,0,2014-11-24,2024-04-01,4.78,4.84,4.77,4.89,4.83,4.83,4.81,3,0,3,0,1.21
217,217,4549458,23585577,2014-11-10,within an hour,100%,97%,t,3,t,BYRON SHIRE COUNCIL,,-28.54874,153.49273,Private room in home,Private room,2,1 shared bath,1.0,1.0,$73.00,2,1125,2,2,1125,1125,2.0,1125.0,t,11,41,71,340,178,12,0,2015-01-01,2024-11-04,4.72,4.8,4.71,4.86,4.81,4.86,4.76,3,0,3,0,1.47
219,219,4567029,3794750,2012-10-08,within an hour,100%,100%,t,5,t,TWEED SHIRE COUNCIL,,-28.28944,153.57227,Entire home,Entire home/apt,8,3.5 baths,4.0,6.0,$874.00,4,14,2,4,1125,1125,2.2,1125.0,t,2,16,16,37,32,5,0,2015-01-06,2024-01-13,4.91,4.94,4.91,4.97,4.94,4.84,4.75,4,3,1,0,0.26
220,220,4568416,23012511,2014-10-27,within an hour,100%,100%,t,1,t,TWEED SHIRE COUNCIL,,-28.29197,153.57187,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,$271.00,2,42,2,3,42,42,2.0,42.0,t,2,21,51,51,423,53,4,2015-02-02,2024-12-01,4.83,4.88,4.83,4.79,4.88,4.84,4.7,1,1,0,0,3.52
222,222,4647830,24061796,2014-11-23,within an hour,100%,100%,t,1,t,BYRON SHIRE COUNCIL,,-28.66311,153.61114,Entire guest suite,Entire home/apt,2,1 bath,1.0,1.0,$120.00,3,6,3,3,1125,1125,3.0,1125.0,t,5,23,40,286,317,18,0,2015-01-09,2024-11-03,4.63,4.76,4.62,4.94,4.9,4.64,4.63,1,1,0,0,2.62
223,223,4671188,862655,2011-07-24,within an hour,100%,89%,t,2,t,BYRON SHIRE COUNCIL,,-28.49587,153.54941,Entire home,Entire home/apt,4,1 bath,0.0,1.0,$131.00,2,1125,1,2,1125,1125,2.0,1125.0,t,2,20,46,128,351,46,3,2014-12-31,2024-12-04,4.87,4.93,4.85,4.97,4.96,4.93,4.85,2,2,0,0,2.89
224,224,4718032,492915,2011-04-08,within an hour,100%,90%,t,4,t,BYRON SHIRE COUNCIL,,-28.64579,153.60877,Entire home,Entire home/apt,4,2 baths,2.0,4.0,$709.00,5,365,5,7,365,365,5.5,365.0,t,1,9,36,276,154,21,3,2015-10-03,2024-12-05,4.91,4.93,4.89,4.95,4.91,4.95,4.73,4,4,0,0,1.37
226,226,4739164,24466263,2014-12-04,within a few hours,100%,96%,t,1,t,CLARENCE VALLEY COUNCIL,,-29.43663,153.36154,Entire rental unit,Entire home/apt,6,1 bath,3.0,3.0,$198.00,2,1125,2,2,1125,1125,2.0,1125.0,t,3,33,62,275,199,20,1,2014-12-14,2024-11-16,4.7,4.77,4.63,4.9,4.91,4.89,4.59,1,1,0,0,1.63
228,228,4746921,6694798,2013-06-02,within a few hours,100%,93%,t,7,t,BYRON SHIRE COUNCIL,,-28.65203,153.61947,Entire cottage,Entire home/apt,4,1 bath,1.0,2.0,$197.00,3,1125,1,2,1125,1125,1.3,1125.0,t,0,13,38,122,278,40,5,2015-05-08,2024-12-11,4.95,4.95,4.96,4.97,4.97,4.83,4.86,7,4,3,0,2.38
229,229,4761290,5884843,2013-04-11,within an hour,100%,99%,t,2,t,BYRON SHIRE COUNCIL,,-28.66094,153.60984,Entire home,Entire home/apt,2,1 bath,1.0,1.0,$211.00,3,125,1,5,1125,1125,3.2,1125.0,t,2,21,27,189,441,36,3,2015-01-17,2024-12-06,4.94,4.94,4.95,4.96,4.96,4.83,4.85,2,2,0,0,3.65
231,231,4768048,24598081,2014-12-07,within an hour,100%,96%,t,1,t,BYRON SHIRE COUNCIL,,-28.69334,153.43596,Entire guest suite,Entire home/apt,2,1 bath,1.0,1.0,$165.00,1,1125,1,3,1125,1125,1.1,1125.0,t,14,44,73,335,219,39,3,2015-01-05,2024-12-08,4.97,4.96,4.99,5.0,5.0,4.96,4.94,1,1,0,0,1.81
232,232,4786397,24674179,2014-12-09,within an hour,100%,100%,t,1,t,BYRON SHIRE COUNCIL,,-28.68852,153.60662,Entire bungalow,Entire home/apt,6,1 bath,2.0,3.0,$273.00,2,120,1,6,30,30,4.8,30.0,t,8,26,56,327,168,22,1,2015-04-14,2024-11-19,4.61,4.66,4.5,4.9,4.75,4.79,4.57,1,1,0,0,1.43
238,238,4889522,119329,2010-05-06,within an hour,100%,92%,t,39,t,BYRON SHIRE COUNCIL,,-28.65305,153.61832,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,$103.00,4,1125,1,7,1125,1125,4.1,1125.0,t,2,9,12,256,348,33,2,2015-02-09,2024-11-18,4.8,4.86,4.81,4.93,4.93,4.69,4.71,34,34,0,0,2.9
239,239,4892233,24848906,2014-12-15,within an hour,100%,99%,t,1,t,TWEED SHIRE COUNCIL,,-28.30492,153.21131,Entire cottage,Entire home/apt,4,1 bath,2.0,4.0,$121.00,1,730,1,2,1125,1125,1.3,1125.0,t,4,34,64,239,560,57,2,2015-01-05,2024-11-23,4.8,4.83,4.71,4.94,4.91,4.91,4.83,1,1,0,0,4.62
